,Year,Category,Country,Medals
1864,beijing-2008,Taekwondo,Nigeria,1
1865,beijing-2008,Taekwondo,Norway,1
1866,beijing-2008,Taekwondo,Brazil,1
1867,beijing-2008,Taekwondo,Great Britain,1
1868,beijing-2008,Rowing,Great Britain,9
1869,beijing-2008,Rowing,Greece,2
1870,beijing-2008,Rowing,Denmark,3
1871,beijing-2008,Rowing,Romania,3
1872,beijing-2008,Rowing,People's Republic of China,3
1873,beijing-2008,Rowing,Belarus,3
1874,beijing-2008,Rowing,Bulgaria,1
1875,beijing-2008,Rowing,United States of America,3
1876,beijing-2008,Rowing,Netherlands,3
1877,beijing-2008,Rowing,Finland,2
1878,beijing-2008,Rowing,Canada,6
1879,beijing-2008,Rowing,Poland,2
1880,beijing-2008,Rowing,Germany,3
1881,beijing-2008,Rowing,Norway,1
1882,beijing-2008,Rowing,Czech Republic,1
1883,beijing-2008,Rowing,New Zealand,5
1884,beijing-2008,Rowing,Italy,1
1885,beijing-2008,Rowing,France,2
1886,beijing-2008,Rowing,Australia,5
1887,beijing-2008,Rowing,Estonia,2
1888,beijing-2008,Boxing,Thailand,2
1889,beijing-2008,Boxing,Cuba,8
1890,beijing-2008,Boxing,Russian Federation,3
1891,beijing-2008,Boxing,Italy,3
1892,beijing-2008,Boxing,France,3
1893,beijing-2008,Boxing,Armenia,1
1894,beijing-2008,Boxing,Dominican Republic,1
1895,beijing-2008,Boxing,United States of America,1
1896,beijing-2008,Boxing,People's Republic of China,4
1897,beijing-2008,Boxing,Mongolia,2
1898,beijing-2008,Boxing,Ireland,3
1899,beijing-2008,Boxing,Ukraine,2
1900,beijing-2008,Boxing,Turkey,1
1901,beijing-2008,Boxing,Azerbaijan,1
1902,beijing-2008,Boxing,Great Britain,3
1903,beijing-2008,Boxing,Kazakhstan,2
1904,beijing-2008,Boxing,Republic of Korea,1
1905,beijing-2008,Boxing,Mauritius,1
1906,beijing-2008,Boxing,Republic of Moldova,1
1907,beijing-2008,Boxing,India,1
1908,beijing-2008,Baseball,Republic of Korea,1
1909,beijing-2008,Baseball,Cuba,1
1910,beijing-2008,Baseball,United States of America,1
1911,beijing-2008,Wrestling,United States of America,3
1912,beijing-2008,Wrestling,Japan,6
1913,beijing-2008,Wrestling,Bulgaria,4
1914,beijing-2008,Wrestling,Russian Federation,10
1915,beijing-2008,Wrestling,Slovakia,1
1916,beijing-2008,Wrestling,Kazakhstan,3
1917,beijing-2008,Wrestling,Cuba,3
1918,beijing-2008,Wrestling,Kyrgyzstan,3
1919,beijing-2008,Wrestling,Islamic Republic of Iran,1
1920,beijing-2008,Wrestling,Germany,1
1921,beijing-2008,Wrestling,Czech Republic,1
1922,beijing-2008,Wrestling,Georgia,4
1923,beijing-2008,Wrestling,Tajikistan,1
1924,beijing-2008,Wrestling,Ukraine,4
1925,beijing-2008,Wrestling,Italy,1
1926,beijing-2008,Wrestling,Hungary,1
1927,beijing-2008,Wrestling,Turkey,2
1928,beijing-2008,Wrestling,Azerbaijan,3
1929,beijing-2008,Wrestling,Armenia,2
1930,beijing-2008,Wrestling,Republic of Korea,1
1931,beijing-2008,Wrestling,India,1
1932,beijing-2008,Wrestling,People's Republic of China,4
1933,beijing-2008,Wrestling,Canada,2
1934,beijing-2008,Wrestling,Colombia,1
1935,beijing-2008,Wrestling,France,3
1936,beijing-2008,Wrestling,Poland,1
1937,beijing-2008,Wrestling,Belarus,2
1938,beijing-2008,Wrestling,Romania,1
1939,beijing-2008,Wrestling,Lithuania,1
1940,beijing-2008,Handball,France,1
1941,beijing-2008,Handball,Iceland,1
1942,beijing-2008,Handball,Spain,1
1943,beijing-2008,Handball,Norway,1
1944,beijing-2008,Handball,Russian Federation,1
1945,beijing-2008,Handball,Republic of Korea,1
1946,beijing-2008,Athletics,Russian Federation,10
1947,beijing-2008,Athletics,Norway,2
1948,beijing-2008,Athletics,Italy,2
1949,beijing-2008,Athletics,Brazil,3
1950,beijing-2008,Athletics,Nigeria,2
1951,beijing-2008,Athletics,Kenya,16
1952,beijing-2008,Athletics,Ukraine,4
1953,beijing-2008,Athletics,New Zealand,2
1954,beijing-2008,Athletics,Cuba,6
1955,beijing-2008,Athletics,People's Republic of China,4
1956,beijing-2008,Athletics,United States of America,25
1957,beijing-2008,Athletics,Great Britain,8
1958,beijing-2008,Athletics,Ecuador,1
1959,beijing-2008,Athletics,Australia,4
1960,beijing-2008,Athletics,Portugal,1
1961,beijing-2008,Athletics,Bahamas,2
1962,beijing-2008,Athletics,Morocco,2
1963,beijing-2008,Athletics,Ethiopia,7
1964,beijing-2008,Athletics,Belarus,3
1965,beijing-2008,Athletics,Belgium,2
1966,beijing-2008,Athletics,Estonia,1
1967,beijing-2008,Athletics,Poland,2
1968,beijing-2008,Athletics,Lithuania,1
1969,beijing-2008,Athletics,Sudan,1
1970,beijing-2008,Athletics,Canada,2
1971,beijing-2008,Athletics,Panama,1
1972,beijing-2008,Athletics,South Africa,1
1973,beijing-2008,Athletics,Jamaica,10
1974,beijing-2008,Athletics,Slovenia,1
1975,beijing-2008,Athletics,Trinidad and Tobago,2
1976,beijing-2008,Athletics,Cameroon,1
1977,beijing-2008,Athletics,Kazakhstan,1
1978,beijing-2008,Athletics,Japan,1
1979,beijing-2008,Athletics,Latvia,1
1980,beijing-2008,Athletics,Finland,1
1981,beijing-2008,Athletics,Croatia,1
1982,beijing-2008,Athletics,Romania,1
1983,beijing-2008,Athletics,France,3
1984,beijing-2008,Athletics,Czech Republic,1
1985,beijing-2008,Athletics,Germany,1
1986,beijing-2008,Synchronized Swimming,Russian Federation,3
1987,beijing-2008,Synchronized Swimming,Spain,3
1988,beijing-2008,Synchronized Swimming,People's Republic of China,1
1989,beijing-2008,Synchronized Swimming,Japan,2
1990,beijing-2008,Judo,Republic of Korea,4
1991,beijing-2008,Judo,Austria,1
1992,beijing-2008,Judo,Netherlands,5
1993,beijing-2008,Judo,Uzbekistan,2
1994,beijing-2008,Judo,Germany,1
1995,beijing-2008,Judo,Brazil,3
1996,beijing-2008,Judo,Ukraine,1
1997,beijing-2008,Judo,Japan,7
1998,beijing-2008,Judo,France,4
1999,beijing-2008,Judo,Cuba,6
2000,beijing-2008,Judo,Democratic People's Republic of Korea,3
2001,beijing-2008,Judo,People's Republic of China,4
2002,beijing-2008,Judo,Romania,1
2003,beijing-2008,Judo,Argentina,1
2004,beijing-2008,Judo,United States of America,1
2005,beijing-2008,Judo,Algeria,2
2006,beijing-2008,Judo,Mongolia,1
2007,beijing-2008,Judo,Kazakhstan,1
2008,beijing-2008,Judo,Azerbaijan,2
2009,beijing-2008,Judo,Tajikistan,1
2010,beijing-2008,Judo,Slovenia,1
2011,beijing-2008,Judo,Georgia,1
2012,beijing-2008,Judo,Switzerland,1
2013,beijing-2008,Judo,Egypt,1
2014,beijing-2008,Judo,Italy,1
2015,beijing-2008,Volleyball,Brazil,2
2016,beijing-2008,Volleyball,United States of America,2
2017,beijing-2008,Volleyball,People's Republic of China,1
2018,beijing-2008,Volleyball,Russian Federation,1
2019,beijing-2008,Equestrian Jumping,United States of America,2
2020,beijing-2008,Equestrian Jumping,Canada,2
2021,beijing-2008,Equestrian Jumping,Switzerland,1
2022,beijing-2008,Equestrian Jumping,Sweden,1
2023,beijing-2008,Weightlifting,Belarus,1
2024,beijing-2008,Weightlifting,Russian Federation,3
2025,beijing-2008,Weightlifting,Poland,2
2026,beijing-2008,Weightlifting,Georgia,1
2027,beijing-2008,Weightlifting,Cuba,3
2028,beijing-2008,Weightlifting,People's Republic of China,6
2029,beijing-2008,Weightlifting,Armenia,2
2030,beijing-2008,Weightlifting,Colombia,2
2031,beijing-2008,Weightlifting,Egypt,1
2032,beijing-2008,Weightlifting,Vietnam,1
2033,beijing-2008,Weightlifting,Indonesia,3
2034,beijing-2008,Weightlifting,Chinese Taipei,2
2035,beijing-2008,Weightlifting,Republic of Korea,4
2036,beijing-2008,Weightlifting,Thailand,3
2037,beijing-2008,Weightlifting,Kazakhstan,1
2038,beijing-2008,Weightlifting,Spain,1
2039,beijing-2008,Weightlifting,Mexico,1
2040,beijing-2008,Weightlifting,Germany,1
2041,beijing-2008,Weightlifting,Latvia,1
2042,beijing-2008,Weightlifting,Democratic People's Republic of Korea,2
2043,beijing-2008,Weightlifting,Canada,1
2044,beijing-2008,Weightlifting,France,1
2045,beijing-2008,Weightlifting,Samoa,1
2046,beijing-2008,Weightlifting,Nigeria,1
2047,beijing-2008,Diving,People's Republic of China,15
2048,beijing-2008,Diving,Canada,2
2049,beijing-2008,Diving,Russian Federation,8
2050,beijing-2008,Diving,Germany,4
2051,beijing-2008,Diving,Ukraine,2
2052,beijing-2008,Diving,Australia,3
2053,beijing-2008,Diving,Mexico,2
2054,beijing-2008,Softball,Japan,1
2055,beijing-2008,Softball,United States of America,1
2056,beijing-2008,Softball,Australia,1
2057,beijing-2008,Cycling Mountain Bike,France,2
2058,beijing-2008,Cycling Mountain Bike,Switzerland,1
2059,beijing-2008,Cycling Mountain Bike,Germany,1
2060,beijing-2008,Cycling Mountain Bike,Poland,1
2061,beijing-2008,Cycling Mountain Bike,Russian Federation,1
2062,beijing-2008,Equestrian Eventing,Germany,2
2063,beijing-2008,Equestrian Eventing,United States of America,1
2064,beijing-2008,Equestrian Eventing,Great Britain,2
2065,beijing-2008,Equestrian Eventing,Australia,1
2066,beijing-2008,Sailing,Great Britain,8
2067,beijing-2008,Sailing,Slovenia,1
2068,beijing-2008,Sailing,Italy,2
2069,beijing-2008,Sailing,Spain,4
2070,beijing-2008,Sailing,Australia,6
2071,beijing-2008,Sailing,Argentina,2
2072,beijing-2008,Sailing,Netherlands,3
2073,beijing-2008,Sailing,Brazil,4
2074,beijing-2008,Sailing,People's Republic of China,2
2075,beijing-2008,Sailing,Greece,1
2076,beijing-2008,Sailing,Denmark,2
2077,beijing-2008,Sailing,Germany,2
2078,beijing-2008,Sailing,United States of America,2
2079,beijing-2008,Sailing,Lithuania,1
2080,beijing-2008,Sailing,New Zealand,1
2081,beijing-2008,Sailing,France,4
2082,beijing-2008,Sailing,Israel,1
2083,beijing-2008,Sailing,Sweden,2
2084,beijing-2008,Shooting,United States of America,6
2085,beijing-2008,Shooting,Norway,1
2086,beijing-2008,Shooting,France,1
2087,beijing-2008,Shooting,India,1
2088,beijing-2008,Shooting,People's Republic of China,8
2089,beijing-2008,Shooting,Finland,2
2090,beijing-2008,Shooting,Russian Federation,4
2091,beijing-2008,Shooting,Georgia,1
2092,beijing-2008,Shooting,Czech Republic,3
2093,beijing-2008,Shooting,Italy,3
2094,beijing-2008,Shooting,Mongolia,1
2095,beijing-2008,Shooting,Germany,4
2096,beijing-2008,Shooting,Cuba,1
2097,beijing-2008,Shooting,Republic of Korea,2
2098,beijing-2008,Shooting,Ukraine,3
2099,beijing-2008,Shooting,Croatia,1
2100,beijing-2008,Shooting,Slovakia,1
2101,beijing-2008,Shooting,Australia,1
2102,beijing-2008,Shooting,Slovenia,1
2103,beijing-2008,Badminton,People's Republic of China,12
2104,beijing-2008,Badminton,Indonesia,5
2105,beijing-2008,Badminton,Republic of Korea,6
2106,beijing-2008,Badminton,Malaysia,1
2107,beijing-2008,Beach Volleyball,United States of America,4
2108,beijing-2008,Beach Volleyball,People's Republic of China,4
2109,beijing-2008,Beach Volleyball,Brazil,4
2110,beijing-2008,Equestrian Dressage,Germany,3
2111,beijing-2008,Equestrian Dressage,Netherlands,2
2112,beijing-2008,Equestrian Dressage,Denmark,1
2113,beijing-2008,Tennis,Switzerland,2
2114,beijing-2008,Tennis,Sweden,2
2115,beijing-2008,Tennis,United States of America,4
2116,beijing-2008,Tennis,Russian Federation,3
2117,beijing-2008,Tennis,Spain,3
2118,beijing-2008,Tennis,Chile,1
2119,beijing-2008,Tennis,Serbia,1
2120,beijing-2008,Tennis,People's Republic of China,2
2121,beijing-2008,Gymnastics Rhythmic,Russian Federation,2
2122,beijing-2008,Gymnastics Rhythmic,People's Republic of China,1
2123,beijing-2008,Gymnastics Rhythmic,Belarus,2
2124,beijing-2008,Gymnastics Rhythmic,Ukraine,1
2125,beijing-2008,Table Tennis,People's Republic of China,8
2126,beijing-2008,Table Tennis,Singapore,1
2127,beijing-2008,Table Tennis,Republic of Korea,2
2128,beijing-2008,Table Tennis,Germany,1
2129,beijing-2008,Basketball,United States of America,2
2130,beijing-2008,Basketball,Australia,1
2131,beijing-2008,Basketball,Russian Federation,1
2132,beijing-2008,Basketball,Spain,1
2133,beijing-2008,Basketball,Argentina,1
2134,beijing-2008,Canoe Sprint,Hungary,6
2135,beijing-2008,Canoe Sprint,Poland,2
2136,beijing-2008,Canoe Sprint,France,2
2137,beijing-2008,Canoe Sprint,People's Republic of China,2
2138,beijing-2008,Canoe Sprint,Russian Federation,3
2139,beijing-2008,Canoe Sprint,Germany,11
2140,beijing-2008,Canoe Sprint,Belarus,5
2141,beijing-2008,Canoe Sprint,Slovakia,1
2142,beijing-2008,Canoe Sprint,Denmark,2
2143,beijing-2008,Canoe Sprint,Italy,3
2144,beijing-2008,Canoe Sprint,Spain,4
2145,beijing-2008,Canoe Sprint,Ukraine,2
2146,beijing-2008,Canoe Sprint,Australia,3
2147,beijing-2008,Canoe Sprint,Canada,2
2148,beijing-2008,Canoe Sprint,Great Britain,2
2149,beijing-2008,Canoe Sprint,Norway,1
2150,beijing-2008,Marathon Swimming,Netherlands,1
2151,beijing-2008,Marathon Swimming,Great Britain,3
2152,beijing-2008,Marathon Swimming,Germany,1
2153,beijing-2008,Marathon Swimming,Russian Federation,1
2154,beijing-2008,Cycling Track,Netherlands,1
2155,beijing-2008,Cycling Track,Cuba,1
2156,beijing-2008,Cycling Track,Spain,4
2157,beijing-2008,Cycling Track,Great Britain,12
2158,beijing-2008,Cycling Track,Ukraine,1
2159,beijing-2008,Cycling Track,Australia,1
2160,beijing-2008,Cycling Track,People's Republic of China,1
2161,beijing-2008,Cycling Track,Japan,1
2162,beijing-2008,Cycling Track,New Zealand,2
2163,beijing-2008,Cycling Track,Germany,2
2164,beijing-2008,Cycling Track,Denmark,1
2165,beijing-2008,Cycling Track,Argentina,2
2166,beijing-2008,Cycling Track,Russian Federation,2
2167,beijing-2008,Cycling Track,France,2
2168,beijing-2008,Swimming,Japan,5
2169,beijing-2008,Swimming,Australia,20
2170,beijing-2008,Swimming,France,6
2171,beijing-2008,Swimming,United States of America,31
2172,beijing-2008,Swimming,Zimbabwe,4
2173,beijing-2008,Swimming,Hungary,3
2174,beijing-2008,Swimming,People's Republic of China,6
2175,beijing-2008,Swimming,Great Britain,3
2176,beijing-2008,Swimming,Italy,2
2177,beijing-2008,Swimming,Denmark,1
2178,beijing-2008,Swimming,Brazil,2
2179,beijing-2008,Swimming,Tunisia,1
2180,beijing-2008,Swimming,Canada,1
2181,beijing-2008,Swimming,Serbia,1
2182,beijing-2008,Swimming,Russian Federation,3
2183,beijing-2008,Swimming,Austria,1
2184,beijing-2008,Swimming,Norway,2
2185,beijing-2008,Swimming,Netherlands,1
2186,beijing-2008,Swimming,Germany,2
2187,beijing-2008,Swimming,Slovenia,1
2188,beijing-2008,Swimming,Republic of Korea,2
2189,beijing-2008,Canoe Slalom,Slovakia,4
2190,beijing-2008,Canoe Slalom,Czech Republic,2
2191,beijing-2008,Canoe Slalom,Russian Federation,2
2192,beijing-2008,Canoe Slalom,Germany,1
2193,beijing-2008,Canoe Slalom,France,1
2194,beijing-2008,Canoe Slalom,Togo,1
2195,beijing-2008,Canoe Slalom,Great Britain,1
2196,beijing-2008,Canoe Slalom,Australia,2
2197,beijing-2008,Canoe Slalom,Austria,1
2198,beijing-2008,Football,Argentina,1
2199,beijing-2008,Football,Nigeria,1
2200,beijing-2008,Football,Brazil,2
2201,beijing-2008,Football,United States of America,1
2202,beijing-2008,Football,Germany,1
2203,beijing-2008,Trampoline,People's Republic of China,3
2204,beijing-2008,Trampoline,Canada,2
2205,beijing-2008,Trampoline,Uzbekistan,1
2206,beijing-2008,Modern Pentathlon,Germany,1
2207,beijing-2008,Modern Pentathlon,Great Britain,1
2208,beijing-2008,Modern Pentathlon,Belarus,1
2209,beijing-2008,Modern Pentathlon,Russian Federation,1
2210,beijing-2008,Modern Pentathlon,Lithuania,2
2211,beijing-2008,Gymnastics Artistic,Romania,2
2212,beijing-2008,Gymnastics Artistic,United States of America,10
2213,beijing-2008,Gymnastics Artistic,People's Republic of China,14
2214,beijing-2008,Gymnastics Artistic,Germany,2
2215,beijing-2008,Gymnastics Artistic,Democratic People's Republic of Korea,1
2216,beijing-2008,Gymnastics Artistic,Poland,1
2217,beijing-2008,Gymnastics Artistic,France,2
2218,beijing-2008,Gymnastics Artistic,Russian Federation,2
2219,beijing-2008,Gymnastics Artistic,Ukraine,1
2220,beijing-2008,Gymnastics Artistic,Croatia,1
2221,beijing-2008,Gymnastics Artistic,Great Britain,1
2222,beijing-2008,Gymnastics Artistic,Japan,2
2223,beijing-2008,Gymnastics Artistic,Republic of Korea,1
2224,beijing-2008,Gymnastics Artistic,Uzbekistan,1
2225,beijing-2008,Gymnastics Artistic,Spain,1
2226,turin-2006,Biathlon,Germany,11
2227,turin-2006,Biathlon,Poland,1
2228,turin-2006,Biathlon,Norway,6
2229,turin-2006,Biathlon,Sweden,2
2230,turin-2006,Biathlon,Russian Federation,5
2231,turin-2006,Biathlon,France,4
2232,turin-2006,Biathlon,Ukraine,1
2233,turin-2006,Cross Country Skiing,Estonia,3
2234,turin-2006,Cross Country Skiing,Norway,5
2235,turin-2006,Cross Country Skiing,Italy,4
2236,turin-2006,Cross Country Skiing,Russian Federation,8
2237,turin-2006,Cross Country Skiing,Austria,1
2238,turin-2006,Cross Country Skiing,Germany,4
2239,turin-2006,Cross Country Skiing,Sweden,7
2240,turin-2006,Cross Country Skiing,France,1
2241,turin-2006,Cross Country Skiing,Czech Republic,3
2242,turin-2006,Cross Country Skiing,Canada,3
2243,turin-2006,Cross Country Skiing,Poland,1
2244,turin-2006,Cross Country Skiing,Finland,2
2245,turin-2006,Ice Hockey,Canada,1
2246,turin-2006,Ice Hockey,Sweden,2
2247,turin-2006,Ice Hockey,United States of America,1
2248,turin-2006,Ice Hockey,Finland,1
2249,turin-2006,Ice Hockey,Czech Republic,1
2250,turin-2006,Alpine Skiing,Croatia,3
2251,turin-2006,Alpine Skiing,Austria,14
2252,turin-2006,Alpine Skiing,Sweden,4
2253,turin-2006,Alpine Skiing,United States of America,2
2254,turin-2006,Alpine Skiing,Finland,1
2255,turin-2006,Alpine Skiing,Switzerland,3
2256,turin-2006,Alpine Skiing,France,2
2257,turin-2006,Alpine Skiing,Norway,1
2258,turin-2006,Luge,Germany,5
2259,turin-2006,Luge,Austria,2
2260,turin-2006,Luge,Italy,3
2261,turin-2006,Luge,Russian Federation,1
2262,turin-2006,Luge,Latvia,1
2263,turin-2006,Freestyle Skiing,Australia,2
2264,turin-2006,Freestyle Skiing,Finland,1
2265,turin-2006,Freestyle Skiing,United States of America,1
2266,turin-2006,Freestyle Skiing,Canada,1
2267,turin-2006,Freestyle Skiing,Norway,1
2268,turin-2006,Freestyle Skiing,France,1
2269,turin-2006,Freestyle Skiing,People's Republic of China,2
2270,turin-2006,Freestyle Skiing,Belarus,1
2271,turin-2006,Freestyle Skiing,Russian Federation,1
2272,turin-2006,Freestyle Skiing,Switzerland,1
2273,turin-2006,Speed skating,Canada,8
2274,turin-2006,Speed skating,Netherlands,9
2275,turin-2006,Speed skating,Russian Federation,3
2276,turin-2006,Speed skating,People's Republic of China,2
2277,turin-2006,Speed skating,United States of America,7
2278,turin-2006,Speed skating,Italy,3
2279,turin-2006,Speed skating,Republic of Korea,1
2280,turin-2006,Speed skating,Germany,3
2281,turin-2006,Nordic Combined,Germany,3
2282,turin-2006,Nordic Combined,Austria,3
2283,turin-2006,Nordic Combined,Norway,2
2284,turin-2006,Nordic Combined,Finland,1
2285,turin-2006,Figure skating,Japan,1
2286,turin-2006,Figure skating,United States of America,3
2287,turin-2006,Figure skating,Russian Federation,6
2288,turin-2006,Figure skating,People's Republic of China,4
2289,turin-2006,Figure skating,Switzerland,1
2290,turin-2006,Figure skating,Canada,1
2291,turin-2006,Figure skating,Ukraine,2
2292,turin-2006,Bobsleigh,Germany,5
2293,turin-2006,Bobsleigh,United States of America,2
2294,turin-2006,Bobsleigh,Italy,2
2295,turin-2006,Bobsleigh,Russian Federation,1
2296,turin-2006,Bobsleigh,Switzerland,3
2297,turin-2006,Bobsleigh,Canada,2
2298,turin-2006,Ski Jumping,Austria,3
2299,turin-2006,Ski Jumping,Norway,4
2300,turin-2006,Ski Jumping,Finland,2
2301,turin-2006,Skeleton,Canada,3
